,Qty,Price before GST
,,
"Non Woven Drawstring Bags (44.5cmH x 35.5cmL, full colour heat transfer A4 logo size)",30,9.07
,40,7.66
,50,7.37
,60,6.82
,70,6.38
,80,6.04
,90,5.73
,100,5.46
,150,4.92
,200,4.53
,250,4.29
,300,4.17
,500,4.01
,750,3.91
,1000,3.74
,1500,3.55
,2000,3.25
,,
"Non Woven Drawstring Bags (44.5cmH x 35.5cmL, full colour heat transfer A5 logo size, back A5 logo heat transfer )",30,11.36
,40,10.19
,50,9.4
,60,8.99
,70,8.71
,80,8.53
,90,8.38
,100,8.15
,150,8.02
,200,7.8
,250,7.62
,300,7.31
,500,7.18
,750,7.05
,1000,6.98
,1500,6.66
,2000,6.2
,,
"Non Woven Drawstring Bags (44.5cmH x 35.5cmL, full colour heat transfer A4 logo size, back A5 logo heat transfer )",30,12.99
,40,11.44
,50,10.55
,60,10.09
,70,9.78
,80,9.58
,90,9.41
,100,9.16
,150,9.01
,200,8.88
,250,8.74
,300,8.45
,500,8.21
,750,8.07
,1000,7.84
,1500,7.48
,2000,6.97
,,
"Non Woven Drawstring Bags (44.5cmH x 35.5cmL, full colour heat transfer A4 logo size, back A4 logo heat transfer )",30,14.15
,40,12.46
,50,11.49
,60,10.99
,70,10.65
,80,10.43
,90,10.25
,100,9.97
,150,9.81
,200,9.67
,250,9.52
,300,9.2
,500,8.95
,750,8.79
,1000,8.54
,1500,8.15
,2000,7.59
,,
,,
Zania Backpack - 5 to 10 working days,updated on,08.09.2024
Zania Backpack (silkscreen print - 1c x 0c),30,15.26
,40,13.4
,50,12.2
,60,11.47
,70,10.96
,80,10.5
,90,10.12
,100,9.8
,150,9.28
,200,9.02
,250,8.93
,300,8.74
,500,8.59
,750,5.42
,1000,5.25
,1500,5.11
,2000,4.92
,,
Zania Backpack (silkscreen print - 2c x 0c),30,16.72
,40,14.67
,50,13.36
,60,12.56
,70,12
,80,11.5
,90,11.09
,100,10.73
,150,10.17
,200,9.88
,250,9.79
,300,9.58
,500,9.41
,750,5.94
,1000,5.76
,1500,5.6
,2000,5.39
,,
,,
Morise Backpack - 5 to 10 working days,updated on,08.09.2024
Morise Backpack (silkscreen print - 1c x 0c),30,13.86
,40,12.04
,50,10.85
,60,10.14
,70,9.6
,80,9.17
,90,8.81
,100,8.51
,150,8.03
,200,7.81
,250,7.65
,300,7.49
,500,7.36
,750,7.17
,1000,7.01
,1500,6.89
,2000,6.73
,,
Morise Backpack (silkscreen print - 2c x 0c),30,15.01
,40,13.04
,50,11.76
,60,10.99
,70,10.4
,80,9.93
,90,9.55
,100,9.22
,150,8.69
,200,8.46
,250,8.29
,300,8.12
,500,7.98
,750,7.77
,1000,7.6
,1500,7.47
,2000,7.3
,,
Exclusive Golf Bag - 5 to 10 working days,updated on,08.09.2024
Exclusive Golf Bag (silkscreen print - 1c x 0c),30,12.43
,40,11.19
,50,10.65
,60,10.32
,70,10.19
,80,10.05
,90,9.89
,100,9.77
,150,9.62
,200,9.51
,250,9.34
,300,9.18
,500,9.05
,750,8.88
,1000,8.6
,1500,8.44
,2000,8.21
,,
Exclusive Golf Bag (silkscreen print - 2c x 0c),30,14.46
,40,13.02
,50,12.39
,60,12.01
,70,11.86
,80,11.69
,90,11.51
,100,11.37
,150,11.19
,200,11.07
,250,10.87
,300,10.68
,500,10.53
,750,10.33
,1000,10.01
,1500,9.82
,2000,9.55
,,
,,
Nylon Travel Bag - 5 to 10 working days,updated on,08.09.2024
Nylon Travel Bag  (silkscreen print - 1c x 0c),30,17.34
,40,16.01
,50,14.8
,60,14.34
,70,14.07
,80,13.92
,90,13.75
,100,13.46
,150,13.25
,200,13.01
,250,12.88
,300,12.6
,500,12.34
,750,12.09
,1000,11.86
,1500,11.64
,2000,11.5
,,
Nylon Travel Bag  (silkscreen print - 2c x 0c),30,19.02
,40,17.56
,50,16.23
,60,15.73
,70,15.43
,80,15.26
,90,15.08
,100,14.76
,150,14.53
,200,14.27
,250,14.13
,300,13.82
,500,13.54
,750,13.2
,1000,13.01
,1500,12.77
,2000,12.51
,,
Nylon Travel Bag - 5 to 10 working days,created on,11.04.2024
"Explore Essential Nylon Travel Bag  (50cmL x 20cmW x 30cmH, with 2 compartments, full colour heat transfer print within 10cm x 10cm logo size",11,16.18
,26,15.6
,28,15.39
,30,14.96
,65,14.67
,,
,,
Nylon Backpack - 5 to 10 working days,updated on,08.09.2024
Nylon Backpack  (silkscreen print - 1c x 0c),30,15.3
,40,14.58
,50,13.62
,60,12.97
,70,12.51
,80,12.29
,90,11.9
,100,11.76
,150,11.54
,200,11.3
,250,11.13
,300,10.89
,500,10.67
,750,10.49
,1000,10.36
,1500,10.19
,2000,10.05
,,
Nylon Backpack  (silkscreen print - 2c x 0c),30,16.66
,40,15.87
,50,14.82
,60,14.12
,70,13.62
,80,13.37
,90,12.95
,100,12.8
,150,12.57
,200,12.3
,250,12.12
,300,11.86
,500,11.62
,750,11.42
,1000,11.28
,1500,11.1
,2000,10.94
,,
,,
2 Tone Nylon Bags - 5 to 10 working days,updated on,08.09.2024
2 Tone Nylon Bags  (silkscreen print - 1c x 0c),30,16.87
,40,15.46
,50,15.18
,60,14.85
,70,14.52
,80,14.2
,90,13.65
,100,13.19
,150,12.97
,200,12.75
,250,12.56
,300,12.2
,500,11.98
,750,11.76
,1000,11.57
,1500,11.35
,2000,11.18
,,
2 Tone Nylon Bags (silkscreen print - 2c x 0c),30,18.25
,40,16.73
,50,16.42
,60,16.07
,70,15.71
,80,15.36
,90,14.77
,100,14.27
,150,14.03
,200,13.79
,250,13.59
,300,13.2
,500,12.96
,750,12.72
,1000,12.52
,1500,12.28
,2000,12.1
,,
Modern Backpack - 5 to 10 working days,updated on,3/19/25
"Modern Backpack (260mmL x 150mmW x 520mmH, Silkscreen - 1 colour 1 side)",30,20.49
,40,17.25
Note: Don't use first need to update pricing,50,15.22
,60,14.81
,70,13.69
,80,13.24
,90,13.04
,100,13.06
,150,12.8
,200,12.62
,250,12.54
,300,12.39
,500,11.84
,750,11.83
,1000,10.87
,1500,10.74
,,
"Modern Backpack (260mmL x 150mmW x 520mmH, Embroidery Type A)",30,20.58
,40,17.48
,50,15.53
,60,15.1
,70,14.09
,80,13.68
,90,13.06
,100,13.04
,150,12.66
,200,12.52
,250,12.47
,300,12.34
,500,12.02
,750,11.85
,1000,11.55
,1500,11.27
,,
"Modern Backpack (260mmL x 150mmW x 520mmH, Embroidery Type B)",30,21.34
,40,18.14
,50,16.13
,60,15.66
,70,14.63
,80,14.2
,90,13.73
,100,13.76
,150,13.21
,200,13.08
,250,13.02
,300,12.89
,500,12.56
,750,12.39
,1000,12.09
,1500,11.8
,,
"Modern Backpack (260mmL x 150mmW x 520mmH, Embroidery Type C)",30,22.47
,40,19.09
,50,16.97
,60,16.42
,70,15.34
,80,14.86
,90,14.25
,100,14.23
,150,13.37
,200,13.25
,250,13.19
,300,13.06
,500,12.92
,750,12.75
,1000,12.44
,1500,12.32
,,
"Modern Backpack (260mmL x 150mmW x 520mmH, Embroidery Type D)",30,22.91
,40,19.52
,50,17.38
,60,16.83
,70,15.89
,80,15.76
,90,15.04
,100,15.01
,150,14.12
,200,13.99
,250,13.91
,300,13.79
,500,13.45
,750,13.28
,1000,12.97
,1500,12.85
,,
"Modern Backpack (260mmL x 150mmW x 520mmH, Heat Transfer Bag <A5)",30,21.62
,40,18.1
,50,15.9
,60,15.36
,70,14.42
,80,14.05
,90,13.91
,100,13.82
,150,13.46
,200,13.33
,250,13.27
,300,13.14
,500,13
,750,12.64
,1000,12.4
,1500,12.11
,,
"Modern Backpack (260mmL x 150mmW x 520mmH, Heat Transfer Bag A5)",30,22.25
,40,18.57
,50,16.27
,60,15.55
,70,14.61
,80,14.24
,90,14.09
,100,14.1
,150,13.73
,200,13.6
,250,13.54
,300,13.41
,500,13.27
,750,12.91
,1000,12.51
,1500,12.22
,,
Laptop Case with Strap - 5 to 10 working days,updated on,08.09.2024
Laptop Case with Strap (silkscreen print - 1c x 0c),30,12.03
,40,10.16
,50,8.99
,60,8.28
,70,7.74
,80,7.31
,90,6.96
,100,6.67
,150,6.21
,200,6.02
,250,5.81
,300,5.56
,500,5.42
,750,5.19
,1000,5.08
,1500,4.87
,2000,5.63
,,
,,
Laptop Case with Strap (silkscreen print - 2c x 0c),30,12.84
,40,10.85
,50,9.6
,60,8.84
,70,8.26
,80,7.81
,90,7.43
,100,7.12
,150,6.63
,200,6.43
,250,6.21
,300,5.93
,500,5.78
,750,5.54
,1000,5.43
,1500,5.2
,2000,5.01
,,
,,
Jacquard Bag - 5 to 10 working days,updated on,08.09.2024
Jacquard Bag  (silkscreen print - 1c x 0c),30,21.38
,40,19.12
,50,17.76
,60,16.82
,70,16.52
,80,16.13
,90,15.99
,100,15.84
,150,15.68
,200,15.56
,250,15.36
,300,15.13
,500,14.98
,750,14.78
,1000,14.58
,1500,14.34
,2000,14.23
,,
Jacquard Bag  (silkscreen print - 2c x 0c),30,23.36
,40,20.95
,50,19.46
,60,18.3
,70,17.89
,80,17.37
,90,17.16
,100,16.99
,150,16.79
,200,16.59
,250,16.38
,300,16.13
,500,15.97
,750,15.76
,1000,15.54
,1500,15.29
,2000,15.17
,,
,,
Cotton Drawstring Bags - 5 to 10 working days,updated on,08.09.2024
Cotton Drawstring Bags (silkscreen print - 1c x 0c),30,6.59
,40,5.87
,50,5.44
,60,5.03
,70,4.96
,80,4.75
,90,4.6
,100,4.49
,150,4.18
,200,3.99
,250,3.86
,300,3.66
,500,2.97
,750,2.9
,1000,2.74
,1500,2.7
,2000,2.68
,,
Cotton Drawstring Bags (silkscreen print - 2c x 0c),30,8.1
,40,7.13
,50,6.53
,60,5.98
,70,5.86
,80,5.58
,90,5.39
,100,5.23
,150,4.82
,200,4.57
,250,4.4
,300,4.16
,500,3.42
,750,3.3
,1000,3.09
,1500,2.7
,2000,3.01
,,
Cotton Drawstring Bags (silkscreen print - 1c x 0c),30,8.83
,40,7.9
,50,7.33
,60,6.79
,70,6.7
,80,6.42
,90,6.23
,100,5.84
,150,5.34
,200,5.1
,250,4.95
,300,4.7
,500,4.02
,750,3.74
,1000,3.54
,1500,3.47
,2000,3.41
,,
Cotton Drawstring Bags (full colour heat transfer print A5 logo size 1 side),30,9.79
,40,8.77
,50,8.13
,60,7.54
,70,7.44
,80,7.12
,90,6.91
,100,6.48
,150,5.92
,200,5.66
,250,5.49
,300,5.22
,500,4.46
,750,4.15
,1000,3.93
,1500,3.85
,2000,3.78
,,
Cotton Drawstring Bags (full colour heat transfer print A4 logo size 1 side),30,11.12
,40,9.96
,50,9.23
,60,8.56
,70,8.44
,80,8.08
,90,7.85
,100,7.36
,150,6.73
,200,6.43
,250,6.23
,300,5.92
,500,5.06
,750,4.71
,1000,4.46
,1500,4.37
,2000,4.3
,,
,,
5L Waterproof Dry Bags - 5 to 10 working days,updated on,08.13.2024
5L Waterproof Dry Bags (silkscreen print - 1c x 0c),30,11.92
,40,11.17
,50,10.72
,60,10.46
,70,10.24
,80,10.04
,90,9.86
,100,9.68
,150,9.33
,200,9.05
,250,8.89
,300,8.56
,500,8.19
,750,7.92
,1000,7.65
,1500,7.48
,2000,7.21
,,
5L Waterproof Dry Bags (silkscreen print - 2c x 0c),30,13.15
,40,12.32
,50,11.81
,60,11.53
,70,11.29
,80,11.06
,90,10.86
,100,10.68
,150,10.29
,200,9.98
,250,9.8
,300,9.44
,500,9.03
,750,8.74
,1000,8.44
,1500,8.25
,2000,7.95
,,
,,
10L Waterproof Dry Bags - 5 to 10 working days,updated on,08.13.2024
10L Waterproof Dry Bags (silkscreen print - 1c x 0c),30,13.32
,40,12.67
,50,12.17
,60,11.89
,70,11.65
,80,11.44
,90,11.24
,100,11.05
,150,10.66
,200,10.08
,250,9.89
,300,9.65
,500,9.42
,750,9.23
,1000,9.06
,1500,8.89
,2000,8.72
,,
10L Waterproof Dry Bags (silkscreen print - 2c x 0c),30,14.49
,40,13.77
,50,13.24
,60,12.93
,70,12.67
,80,12.44
,90,12.22
,100,12.01
,150,11.59
,200,10.97
,250,10.76
,300,10.5
,500,10.25
,750,10.04
,1000,9.86
,1500,9.67
,2000,9.49
,,
,,
Daxter Shoe Bags - 5 to 10 working days,updated on,08.13.2024
Daxter Shoe Bags (silkscreen print - 1c x 0c),30,6.37
,40,5.78
,50,5.43
,60,5.19
,70,5.1
,80,4.97
,90,4.82
,100,4.82
,150,4.55
,200,4.36
,250,4.2
,300,4.04
,500,3.91
,750,3.79
,1000,3.66
,1500,3.57
,2000,3.42
,,
Daxter Shoe Bags (silkscreen print - 2c x 0c),30,7.73
,40,7.02
,50,6.59
,60,6.3
,70,6.19
,80,6.04
,90,5.86
,100,5.86
,150,5.53
,200,5.3
,250,5.1
,300,4.91
,500,4.75
,750,4.61
,1000,4.45
,1500,4.34
,2000,4.16
,,
Daxter Shoe Bags - 5 to 10 working days,created on,10.24.2024
Daxter Shoe Bags (1c logo print with individual names - heat transfer),30,9.81
,,
,,
Nylon Shoebag - 5 to 10 working days,updated on,08.13.2024
"Nylon Shoebag (18cmW x 13cmH x 36cmD, silkscreen print - 1c x 0c)",30,11.75
,40,9.97
,50,8.83
,60,8.14
,70,7.62
,80,7.22
,90,7.04
,100,6.89
,150,6.43
,200,6.23
,250,5.89
,300,5.78
,500,5.69
,750,5.51
,1000,5.36
,1500,5.15
,2000,5
,,
Nylon Shoebag (silkscreen print - 2c x 0c),30,12.99
,40,11.02
,50,9.76
,60,9
,70,8.42
,80,7.98
,90,7.79
,100,7.62
,150,7.11
,200,6.89
,250,6.51
,300,6.38
,500,6.29
,750,6.09
,1000,5.92
,1500,5.69
,2000,5.52
,,
,,
Canvas Cup Carrier,updated on,08.13.2024
"Canvas Cup Carrier (10-12cm x 7cm, silkscreen print 1 colour)",30,5.4
5 to 10 working days,40,4.47
,50,4.13
,60,3.67
,70,3.54
,80,3.27
,90,3.06
,100,2.9
,150,2.48
,200,2.3
,250,2.2
,300,2.09
,500,1.99
,750,1.87
,1000,1.8
,1500,1.72
,2000,1.67
,,
"Canvas Cup Carrier (10-12cm x 7cm, silkscreen print 2 colour)",30,8.18
5 to 10 working days,40,6.46
,50,5.98
,60,5.21
,70,5.05
,80,4.59
,90,4.23
,100,3.95
,150,3.26
,200,2.97
,250,2.84
,300,2.71
,500,2.59
,750,2.41
,1000,2.3
,1500,2.17
,2000,2.08
,,
"Canvas Cup Carrier (10-12cm x 7cm, heat transfer full colour print,  A4 size)",30,9.41
,40,7.49
,50,7
,60,6.09
,70,5.91
,80,5.42
,90,4.99
,100,4.66
,150,3.91
,200,3.56
,250,3.41
,300,3.24
,500,3.1
,750,2.89
,1000,2.76
,1500,2.61
,2000,2.5
,,
,,
Langdon Foldable Nylon Bag,updated on,08.13.2024
"Langdon Foldable Nylon Bag (36.5cmW x 32cmH, silkscreen print - 1c x 0c)",30,5.73
,40,5.18
,50,4.81
,60,4.59
,70,4.42
,80,4.28
,90,4.15
,100,4.04
,150,3.79
,200,3.62
,250,3.48
,300,3.34
,500,3.21
,750,3.1
,1000,3.01
,1500,2.89
,2000,2.72
,,
"Langdon Foldable Nylon Bag (36.5cmW x 32cmH, silkscreen print - 2c x 0c)",30,7.33
,40,6.62
,50,6.15
,60,5.87
,70,5.44
,80,5.27
,90,5.11
,100,4.89
,150,4.59
,200,4.28
,250,4.11
,300,3.95
,500,3.79
,750,3.66
,1000,3.56
,1500,3.41
,2000,3.21
,,
,,
Creston Foldable Nylon Bag - 5 to 10 working days,updated on,08.14.2024
"Creston Foldable Nylon Bag (46cmL x 20cmW x 34.5cmH , No Print)",30,12.9
,40,12.61
,50,12.32
,60,12.05
,70,11.88
,80,11.61
,90,11.38
,100,11.16
,150,10.9
,200,10.65
,250,10.46
,300,10.29
,500,10.06
,750,9.91
,1000,9.74
,1500,9.61
,2000,9.52
,,
Creston Foldable Nylon Bag - 5 to 10 working days,,
"Creston Foldable Nylon Bag (46cmL x 20cmW x 34.5cmH , silkscreen print - 1c x 0c 
on 190T nylon)",30,15.34
,40,14.44
,50,13.26
,60,12.57
,70,11.98
,80,11.53
,90,11.16
,100,10.8
,150,10.23
,200,10.14
,250,10.02
,300,9.88
,500,9.75
,750,9.63
,1000,9.54
,1500,9.49
,2000,9.4
,,
,,
"Creston Foldable Nylon Bag(46cmL x 20cmW x 34.5cmH , silkscreen print - 2c x 0c 
on 190T nylon)",30,16.12
,40,15.91
,50,15.71
,60,15.49
,70,15.28
,80,15.06
,90,14.83
,100,14.59
,150,14.33
,200,14.08
,250,13.83
,300,13.57
,500,13.3
,750,13.09
,1000,12.71
,1500,12.37
,2000,11.99
,,
,,
"Creston Foldable Nylon Bag(46cmL x 20cmW x 34.5cmH, 
 heat transfer print - 8cm x 8cm on 190T nylon)",30,13.5
,40,13.34
,50,13.12
,60,12.92
,70,12.73
,80,12.54
,90,12.36
,100,12.16
,150,11.92
,200,11.74
,250,11.5
,300,12.01
,500,11.78
,750,11.54
,1000,11.31
,1500,11.21
,2000,11.09
,,
,,
"Creston Foldable Nylon Bag(46cmL x 20cmW x 34.5cmH, 
 heat transfer print - A5 size on 190T nylon)",30,15.1
,40,14.88
,50,14.66
,60,14.47
,70,14.25
,80,14.03
,90,13.82
,100,13.59
,150,13.38
,200,13.17
,250,12.95
,300,12.71
,500,12.49
,750,12.24
,1000,12
,1500,11.78
,2000,11.6
,,
,,
"Creston Foldable Nylon Bag(46cmL x 20cmW x 34.5cmH, 
 heat transfer print - A4 size on laminated canvas)",30,15.86
,40,15.63
,50,15.4
,60,15.2
,70,14.97
,80,14.74
,90,14.52
,100,14.28
,150,14.05
,200,13.83
,250,13.6
,300,13.35
,500,13.12
,750,12.86
,1000,12.61
,1500,12.35
,2000,12.03
,,
,,
Foldable Nylon Bag with Zip- 5 to 10 working days,updated on,08.14.2024
"Foldable Nylon Bag with Zip (45cmL x 40cmH, 25cm Handle, silkscreen print - 1c x 0c)",30,6.2
,40,5.89
,50,5.45
,60,5.23
,70,5.04
,80,4.92
,90,4.75
,100,4.62
,150,4.39
,200,4.19
,250,4.03
,300,3.9
,500,3.71
,750,3.71
,1000,3.56
,1500,3.48
,2000,3.41
,,
"Foldable Nylon Bag with Zip (45cmL x 40cmH, 25cm Handle, silkscreen print - 2c x 0c)",30,8.34
,40,6.92
,50,6.6
,60,6.48
,70,6.17
,80,5.89
,90,5.68
,100,5.54
,150,5.14
,200,4.87
,250,4.61
,300,4.48
,500,4.25
,750,4.25
,1000,4.08
,1500,3.93
,2000,3.75
,,
"Foldable Nylon Bag with Zip (45cmL x 40cmH, 25cm Handle, silkscreen print - 2c x 1c)",30,9.9
,40,8.2
,50,7.82
,60,7.68
,70,7.31
 ,80,6.99
,90,6.74
,100,6.57
,120,6.09
,150,5.77
,200,5.59
,250,5.47
,300,5.31
,500,5.04
,750,5.04
,1000,4.84
,1500,4.65
,2000,4.44
,,
,,
Nylon Tote Bag,updated on,08.14.2024
"Nylon Tote Bag (37cm x 39cm, with 20cm handle, silkscreen print - 1c x 0c)",30,8.22
,40,7.45
,50,6.42
,60,6.19
,70,6.02
,80,5.76
,90,5.27
,100,4.44
,150,4.02
,200,3.61
,250,3.54
,300,3.46
,500,3.26
,750,3.25
,1000,2.97
,1500,2.84
,2000,2.71
,,
"Nylon Tote Bag (37cm x 39cm, with 20cm handle, silkscreen print - 2c x 0c)",30,9.43
,40,8.54
,50,7.6
,60,7.32
,70,7.07
,80,6.62
,90,5.45
,100,4.95
,150,4.52
,200,4.15
,250,4.01
,300,3.87
,500,3.68
,750,3.64
,1000,3.34
,1500,3.21
,2000,3.1
,,
,,
Mini Handy Craft Paper Bag - 5 to 10 working days,updated on,09.03.2024
"MIni Handy Craft Paper Bag (21cmH x 15mL x 10cmD,  No Logo Print)",30,1.99
,40,1.87
*Black paper bag might appear dark brown under certain lighting due to brown kraft material,50,1.79
,60,1.69
,70,1.6
,80,1.52
,90,1.45
,100,1.39
,150,1.26
,200,1.18
,250,1.1
,300,1.01
,500,0.93
,750,0.89
,1000,0.79
,1500,0.68
,2000,0.56
,,
Mini Handy Craft Paper Bag - 5 to 10 working days,,
"MIni Handy Craft Paper Bag (21cmH x 15mL x 10cmD, 
 silkscreen print - 1c x 0c on 1 side)",30,3.43
,40,3.27
,50,3.13
*Black paper bag might appear dark brown under certain lighting due to brown kraft material,60,3.01
,70,2.85
,80,2.71
,90,2.57
,100,2.43
,150,2.21
,200,2.02
,250,1.83
,300,1.61
,500,1.45
,750,1.24
,1000,1.01
,1500,0.82
,2000,0.67
,,
"Mini Handy Craft Paper Bag (21cmH x 15mL x 10cmD, 
 silkscreen print - 1c x 0c on 2 sides)",30,4.97
,40,4.81
,50,4.67
*Black paper bag might appear dark brown under certain lighting due to brown kraft material,60,4.55
,70,4.39
,80,4.25
,90,4.11
,100,3.97
,150,3.79
,200,3.65
,250,3.46
,300,3.25
,500,3.1
,750,2.91
,1000,2.73
,1500,2.56
,2000,2.43
,,
"Mini Handy Craft Paper Bag (21cmH x 15mL x 10cmD, 
 silkscreen print - 2c x 0c on 1 side)",30,4.97
,40,4.81
,50,4.67
*Black paper bag might appear dark brown under certain lighting due to brown kraft material,60,4.55
,70,4.39
,80,4.25
,90,4.11
,100,3.97
,150,3.79
,200,3.65
,250,3.46
,300,3.25
,500,3.1
,750,2.91
,1000,2.73
,1500,2.56
,2000,2.43
,,
"Mini Handy Craft Paper Bag (21cmH x 15mL x 10cmD, 
 silkscreen print - 2c x 0c on 2 sides)",30,8.09
,40,7.97
,50,7.92
*Black paper bag might appear dark brown under certain lighting due to brown kraft material,60,7.74
,70,7.58
,80,7.42
,90,7.24
,100,7.07
,150,6.91
,200,6.76
,250,6.58
,300,6.35
,500,6.2
,750,6.06
,1000,5.87
,1500,5.66
,2000,5.44
,,
Express Mini Handy Craft Paper Bag - 2 to 4 working days,,
"Express Mini Handy Craft Paper Bag (21cmH x 15mL x 10cmD, 
 silkscreen print - 1c x 0c on 1 side)",30,4.54
,40,4.38
,50,4.24
*Black paper bag might appear dark brown under certain lighting due to brown kraft material,60,4.12
,70,3.96
,80,3.82
,90,3.68
,100,3.54
,150,3.36
,200,3.22
,250,3.03
,300,2.82
,500,2.67
,750,2.48
,1000,2.26
,1500,2.03
,2000,1.79
,,
"Express Mini Handy Craft Paper Bag (21cmH x 15mL x 10cmD, 
 silkscreen print - 1c x 0c on 2 sides)",30,7.13
,40,7.01
,50,6.91
*Black paper bag might appear dark brown under certain lighting due to brown kraft material,60,6.73
,70,6.57
,80,6.41
,90,6.26
,100,6.2
,150,5.96
,200,5.81
,250,5.69
,300,5.5
,500,5.37
,750,5.21
,1000,5.05
,1500,4.9
,2000,4.74
,,
"Express Mini Handy Craft Paper Bag (21cmH x 15mL x 10cmD, 
 silkscreen print - 2c x 0c on 1 side)",30,7.1
,40,6.83
,50,6.73
*Black paper bag might appear dark brown under certain lighting due to brown kraft material,60,6.59
,70,6.44
,80,6.28
,90,6.09
,100,5.98
,150,5.82
,200,5.66
,250,5.54
,300,5.35
,500,5.21
,750,5.05
,1000,4.91
,1500,4.73
,2000,4.54
,,
,,
Handy Craft Paper Bag - 5 to 10 working days,updated on,09.03.2024
"Handy Craft Paper Bag (32cmH x 28mL x 10cmD, No Logo Print)",30,2.21
,40,2.16
*Black paper bag might appear dark brown under certain lighting due to brown kraft material,50,2.04
,60,1.94
,70,1.87
,80,1.81
,90,1.78
,100,1.71
,150,1.63
,200,1.55
,250,1.49
,300,1.41
,500,1.35
,750,1.27
,1000,1.12
,1500,0.92
,2000,0.79
,,
Handy Craft Paper Bag - 5 to 10 working days,,
"Handy Craft Paper Bag (32cmH x 28mL x 10cmD, silkscreen print - 1c x 0c on 1 side)",30,3.65
,40,3.49
,50,3.35
*Black paper bag might appear dark brown under certain lighting due to brown kraft material,60,3.23
,70,3.07
,80,2.93
,90,2.79
,100,2.65
,150,2.49
,200,2.32
,250,2.13
,300,1.91
,500,1.75
,750,1.54
,1000,1.31
,1500,1.12
,2000,0.98
,,
"Handy Craft Paper Bag (32cmH x 28mL x 10cmD, silkscreen print - 1c x 0c on 2 sides)",30,5.12
,40,4.92
,50,4.78
*Black paper bag might appear dark brown under certain lighting due to brown kraft material,60,4.66
,70,4.5
,80,4.36
,90,4.22
,100,4.08
,150,3.92
,200,3.75
,250,3.56
,300,3.34
,500,3.18
,750,2.97
,1000,2.74
,1500,2.55
,2000,2.41
,,
"Handy Craft Paper Bag (32cmH x 28mL x 10cmD, silkscreen print - 2c x 0c on 1 side)",30,5.12
,40,4.92
,50,4.78
*Black paper bag might appear dark brown under certain lighting due to brown kraft material,60,4.66
,70,4.5
,80,4.36
,90,4.22
,100,4.08
,150,3.92
,200,3.75
,250,3.56
,300,3.34
,500,3.18
,750,2.97
,1000,2.74
,1500,2.55
,2000,2.41
,,
"Handy Craft Paper Bag (32cmH x 28mL x 10cmD, silkscreen print - 2c x 0c on 2 sides)",30,8.36
,40,8.19
,50,7.97
*Black paper bag might appear dark brown under certain lighting due to brown kraft material,60,7.76
,70,7.57
,80,7.29
,90,6.98
,100,6.69
,150,6.42
,200,6.13
,250,5.87
,300,5.6
,500,5.28
,750,5.01
,1000,4.72
,1500,4.46
,2000,4.24
,,
,,
Express Handy Craft Paper Bag - 2 to 4 working days,,
"Express Handy Craft Paper Bag (32cmH x 28mL x 10cmD, silkscreen print - 1c x 0c on 1 side)",30,4.89
,40,4.73
,50,4.59
*Black paper bag might appear dark brown under certain lighting due to brown kraft material,60,4.47
,70,4.31
,80,4.17
,90,4.03
,100,3.89
,150,3.67
,200,3.48
,250,3.29
,300,3.07
,500,2.91
,750,2.7
,1000,2.47
,1500,2.28
,2000,2.14
,,
"Express Handy Craft Paper Bag (32cmH x 28mL x 10cmD, silkscreen print - 1c x 0c on 2 sides)",30,7.39
,40,7.21
,50,7.07
*Black paper bag might appear dark brown under certain lighting due to brown kraft material,60,6.94
,70,6.82
,80,6.67
,90,6.5
,100,6.39
,150,6.18
,200,6.02
,250,5.86
,300,5.69
,500,5.5
,750,5.23
,1000,5.01
,1500,4.8
,2000,4.55
,,
"Express Handy Craft Paper Bag (32cmH x 28mL x 10cmD, silkscreen print - 2c x 0c on 1 side)",30,7.55
,40,7.37
,50,7.2
*Black paper bag might appear dark brown under certain lighting due to brown kraft material,60,7.06
,70,6.9
,80,6.75
,90,6.59
,100,6.47
,150,6.26
,200,6.07
,250,5.91
,300,5.73
,500,5.54
,750,5.27
,1000,5.08
,1500,4.87
,2000,4.64
,,
,,
Plain Lanyards (No Printing) - 5 to 10 working days,updated on,08.14.2024
"Plain Lanyards (No Printing)  (2cm x 90cm, lobster claw)",30,2.6
,40,2.55
,50,2.5
"For White/Black Lanyards, can use our in-house stock",60,2.4
check inventory at,70,2.29
https://docs.google.com/spreadsheets/d/1TqM3N90ROtsH7wOA4hDNEQUWr1Vj2OGwUdv7jftR6oA/edit?pli=1#gid=728832207,80,2.15
,90,1.95
,100,1.8
,150,1.65
 ,200,1.5
,250,1.35
,300,1.2
,500,1.14
,750,1.05
,1000,1.05
,1500,0.95
,2000,0.95
,,
,,
Urgent Lanyard Printing,updated on,16/8/2024
Urgent Lanyard Printing (urgent = deadline between 2 to 5 working days),30,7.25
"Ready Stock Lanyard (2cm x 90cm, silkscreen print - 1c x 0c, lobster claw)",40,7.12
,50,6.67
"For White/Black Lanyards, can use our in-house stock",60,5.63
check inventory at,70,4.49
https://docs.google.com/spreadsheets/d/1TqM3N90ROtsH7wOA4hDNEQUWr1Vj2OGwUdv7jftR6oA/edit?pli=1#gid=728832207,80,4.13
,90,3.72
,100,3.43
,150,3.17
,200,2.73
,250,2.25
,300,2.1
,500,2.03
,750,1.9
,1000,1.88
,1500,1.85
,2000,1.83
,,
,,
